employee_id,survey_date,score,category
E10036,2026-03-15,5,Detractor
E10037,2023-09-15,6,Detractor
E10037,2023-12-15,6,Detractor
E10037,2024-03-15,6,Detractor
E10037,2024-06-15,8,Passive
E10037,2024-12-15,6,Detractor
E10037,2025-09-15,6,Detractor
E10037,2026-03-15,7,Passive
E10038,2025-12-15,7,Passive
E10038,2026-03-15,6,Detractor
E10039,2025-09-15,7,Passive
E10039,2025-12-15,8,Passive
E10039,2026-03-15,5,Detractor
E10040,2023-09-15,6,Detractor
E10040,2023-12-15,6,Detractor
E10040,2024-06-15,8,Passive
E10040,2024-12-15,7,Passive
E10040,2025-03-15,7,Passive
E10040,2025-06-15,5,Detractor
E10040,2025-09-15,8,Passive
E10040,2025-12-15,6,Detractor
E10041,2023-12-15,7,Passive
E10041,2024-03-15,7,Passive
E10041,2024-09-15,10,Promoter
E10041,2024-12-15,6,Detractor
E10041,2025-03-15,6,Detractor
E10041,2025-06-15,6,Detractor
E10041,2025-09-15,8,Passive
E10041,2026-03-15,7,Passive
E10042,2023-09-15,8,Passive
E10042,2023-12-15,8,Passive
E10042,2024-03-15,9,Promoter
E10042,2024-12-15,6,Detractor
E10042,2025-03-15,8,Passive
E10042,2025-06-15,8,Passive
E10042,2025-09-15,7,Passive
E10042,2025-12-15,5,Detractor
E10042,2026-03-15,5,Detractor
E10043,2024-03-15,8,Passive
E10043,2024-06-15,5,Detractor
E10043,2024-09-15,6,Detractor
E10043,2024-12-15,6,Detractor
E10043,2025-12-15,7,Passive
E10043,2026-03-15,7,Passive
E10044,2024-12-15,6,Detractor
E10044,2025-09-15,4,Detractor
E10044,2026-03-15,8,Passive
E10045,2025-12-15,7,Passive
E10045,2026-03-15,7,Passive
E10046,2024-12-15,8,Passive
E10046,2025-03-15,6,Detractor
E10046,2025-09-15,6,Detractor
E10046,2025-12-15,7,Passive
E10046,2026-03-15,5,Detractor
E10047,2024-09-15,8,Passive
E10047,2025-03-15,7,Passive
E10047,2025-09-15,6,Detractor
E10048,2023-12-15,8,Passive
E10048,2024-06-15,7,Passive
E10048,2024-12-15,8,Passive
E10048,2025-03-15,5,Detractor
E10048,2025-06-15,7,Passive
E10048,2025-12-15,6,Detractor
E10048,2026-03-15,9,Promoter
E10049,2023-09-15,9,Promoter
E10049,2023-12-15,8,Passive
E10049,2024-03-15,6,Detractor
E10049,2024-09-15,6,Detractor
E10049,2024-12-15,6,Detractor
E10049,2025-03-15,8,Passive
E10049,2025-06-15,8,Passive
E10049,2025-12-15,5,Detractor
E10050,2025-09-15,5,Detractor
E10050,2025-12-15,6,Detractor
E10050,2026-03-15,5,Detractor
E10051,2023-12-15,6,Detractor
E10051,2024-03-15,9,Promoter
E10051,2024-06-15,8,Passive
E10051,2024-09-15,8,Passive
E10051,2024-12-15,6,Detractor
E10051,2025-03-15,4,Detractor
E10051,2025-06-15,6,Detractor
E10051,2025-09-15,3,Detractor
E10051,2026-03-15,7,Passive
E10052,2024-09-15,8,Passive
E10052,2025-03-15,6,Detractor
E10052,2025-09-15,7,Passive
E10052,2025-12-15,7,Passive
E10052,2026-03-15,5,Detractor
E10053,2024-12-15,6,Detractor
E10053,2025-03-15,6,Detractor
E10053,2025-06-15,8,Passive
E10053,2025-09-15,7,Passive
E10053,2025-12-15,7,Passive
E10054,2023-09-15,6,Detractor
E10054,2023-12-15,9,Promoter
E10054,2024-03-15,7,Passive
E10054,2024-06-15,8,Passive
E10054,2024-12-15,10,Promoter
E10054,2025-09-15,7,Passive
E10055,2023-09-15,7,Passive
E10055,2024-03-15,6,Detractor
E10055,2024-06-15,4,Detractor
E10055,2024-09-15,5,Detractor
E10055,2024-12-15,8,Passive
E10055,2025-03-15,4,Detractor
E10055,2025-09-15,7,Passive
E10055,2026-03-15,7,Passive
E10056,2023-09-15,6,Detractor
E10056,2023-12-15,7,Passive
E10056,2024-03-15,8,Passive
E10056,2024-06-15,7,Passive
E10056,2024-09-15,9,Promoter
E10056,2024-12-15,5,Detractor
E10056,2025-06-15,7,Passive
E10056,2025-09-15,4,Detractor
E10056,2025-12-15,3,Detractor
E10056,2026-03-15,4,Detractor
E10057,2025-03-15,6,Detractor
E10057,2025-12-15,6,Detractor
E10057,2026-03-15,5,Detractor
E10058,2024-06-15,6,Detractor
E10058,2024-12-15,6,Detractor
E10058,2025-09-15,5,Detractor
E10059,2023-09-15,6,Detractor
E10059,2024-03-15,8,Passive
E10059,2025-03-15,9,Promoter
E10059,2025-06-15,7,Passive
E10059,2025-09-15,7,Passive
E10060,2023-09-15,7,Passive
E10060,2023-12-15,6,Detractor
E10060,2024-03-15,8,Passive
E10060,2024-06-15,8,Passive
E10060,2024-09-15,5,Detractor
E10060,2024-12-15,9,Promoter
E10060,2025-06-15,9,Promoter
E10060,2025-09-15,4,Detractor
E10060,2025-12-15,7,Passive
E10060,2026-03-15,8,Passive
E10061,2024-12-15,8,Passive
E10061,2025-03-15,7,Passive
E10061,2025-06-15,8,Passive
E10061,2025-09-15,5,Detractor
E10061,2025-12-15,6,Detractor
E10061,2026-03-15,5,Detractor
E10062,2024-03-15,5,Detractor
E10062,2024-06-15,7,Passive
E10062,2024-09-15,7,Passive
E10062,2025-03-15,8,Passive
E10062,2025-06-15,0,Detractor
E10062,2026-03-15,7,Passive
E10063,2025-09-15,7,Passive
E10063,2025-12-15,5,Detractor
E10063,2026-03-15,6,Detractor
E10064,2025-06-15,8,Passive
E10064,2026-03-15,7,Passive
E10065,2023-12-15,7,Passive
E10065,2024-03-15,8,Passive
E10065,2024-06-15,10,Promoter
E10065,2024-09-15,7,Passive
E10065,2024-12-15,7,Passive
E10065,2025-03-15,6,Detractor
E10065,2025-06-15,10,Promoter
E10065,2025-12-15,6,Detractor
E10065,2026-03-15,3,Detractor
E10066,2023-09-15,8,Passive
E10066,2024-03-15,3,Detractor
E10066,2024-09-15,8,Passive
E10066,2024-12-15,7,Passive
E10066,2025-09-15,5,Detractor
E10066,2025-12-15,7,Passive
E10066,2026-03-15,6,Detractor
E10067,2024-03-15,8,Passive
E10067,2024-06-15,5,Detractor
E10067,2024-12-15,5,Detractor
E10067,2025-03-15,7,Passive
E10067,2025-12-15,9,Promoter
E10068,2023-09-15,6,Detractor
E10068,2023-12-15,6,Detractor
E10068,2024-03-15,6,Detractor
E10068,2024-09-15,5,Detractor
E10068,2024-12-15,8,Passive
E10068,2025-09-15,7,Passive
E10068,2025-12-15,6,Detractor
E10068,2026-03-15,5,Detractor
E10069,2023-09-15,5,Detractor
E10069,2023-12-15,10,Promoter
E10069,2024-06-15,6,Detractor
E10069,2024-12-15,6,Detractor
E10069,2025-09-15,4,Detractor
E10069,2026-03-15,4,Detractor
E10070,2025-03-15,8,Passive
E10070,2025-06-15,6,Detractor
E10070,2025-09-15,5,Detractor
E10070,2025-12-15,5,Detractor
E10071,2023-09-15,6,Detractor
E10071,2023-12-15,6,Detractor
E10071,2024-03-15,9,Promoter
E10071,2024-06-15,6,Detractor
E10071,2024-09-15,7,Passive
E10071,2024-12-15,7,Passive
E10071,2025-03-15,7,Passive
E10071,2025-06-15,6,Detractor
E10071,2025-09-15,6,Detractor
E10071,2026-03-15,7,Passive
E10072,2024-03-15,6,Detractor
E10072,2024-06-15,5,Detractor
E10072,2024-09-15,3,Detractor
E10072,2024-12-15,6,Detractor
E10072,2025-03-15,5,Detractor
E10073,2024-03-15,6,Detractor
E10073,2024-09-15,5,Detractor
E10073,2024-12-15,9,Promoter
E10073,2025-03-15,9,Promoter
E10073,2025-06-15,8,Passive
E10073,2025-09-15,6,Detractor
E10073,2026-03-15,5,Detractor
E10074,2023-09-15,4,Detractor
E10074,2024-03-15,7,Passive
E10074,2024-09-15,8,Passive
E10074,2025-06-15,7,Passive
E10074,2025-09-15,5,Detractor
E10074,2025-12-15,6,Detractor
E10074,2026-03-15,6,Detractor
E10075,2026-03-15,4,Detractor
E10076,2023-09-15,9,Promoter
E10076,2024-03-15,5,Detractor
E10076,2024-09-15,6,Detractor
E10076,2024-12-15,4,Detractor
E10076,2025-09-15,6,Detractor
E10076,2025-12-15,6,Detractor
E10076,2026-03-15,7,Passive
E10077,2023-12-15,6,Detractor
E10077,2024-03-15,5,Detractor
E10077,2024-06-15,7,Passive
E10077,2024-12-15,4,Detractor
E10077,2025-03-15,9,Promoter
E10077,2025-06-15,4,Detractor
E10077,2025-09-15,9,Promoter
E10077,2026-03-15,5,Detractor
E10078,2024-12-15,5,Detractor
E10078,2025-03-15,8,Passive
E10078,2025-06-15,7,Passive
E10078,2025-12-15,7,Passive
E10078,2026-03-15,7,Passive
E10079,2023-12-15,10,Promoter
E10079,2024-03-15,5,Detractor
E10079,2024-09-15,9,Promoter
E10079,2024-12-15,5,Detractor
E10079,2025-03-15,9,Promoter
E10079,2025-06-15,7,Passive
E10079,2025-09-15,9,Promoter
E10079,2026-03-15,8,Passive
E10080,2025-12-15,3,Detractor
E10080,2026-03-15,6,Detractor
E10081,2024-12-15,5,Detractor
E10081,2025-03-15,9,Promoter
E10081,2025-06-15,8,Passive
E10081,2025-09-15,7,Passive
E10081,2026-03-15,6,Detractor
E10082,2023-12-15,8,Passive
E10082,2024-03-15,6,Detractor
E10082,2024-06-15,7,Passive
E10082,2024-09-15,7,Passive
E10082,2024-12-15,6,Detractor
E10082,2025-03-15,8,Passive
E10082,2025-09-15,9,Promoter
E10082,2025-12-15,4,Detractor
E10082,2026-03-15,8,Passive
E10083,2023-09-15,5,Detractor
E10083,2023-12-15,7,Passive
E10083,2024-03-15,5,Detractor
E10083,2024-09-15,5,Detractor
E10083,2024-12-15,7,Passive
E10083,2025-03-15,9,Promoter
E10083,2025-06-15,6,Detractor
E10083,2025-09-15,6,Detractor
E10083,2025-12-15,6,Detractor
E10083,2026-03-15,9,Promoter
E10084,2025-03-15,8,Passive
E10084,2025-09-15,5,Detractor
E10084,2026-03-15,9,Promoter
E10085,2025-03-15,7,Passive
E10085,2025-06-15,5,Detractor
E10085,2025-09-15,7,Passive
E10085,2025-12-15,6,Detractor
E10085,2026-03-15,1,Detractor
E10086,2024-09-15,7,Passive
E10086,2024-12-15,5,Detractor
E10086,2025-03-15,5,Detractor
E10086,2025-09-15,3,Detractor
E10086,2025-12-15,7,Passive
E10086,2026-03-15,6,Detractor
E10087,2023-09-15,8,Passive
E10087,2023-12-15,6,Detractor
E10087,2024-03-15,6,Detractor
E10087,2024-09-15,10,Promoter
E10087,2024-12-15,4,Detractor
E10087,2025-06-15,8,Passive
E10087,2025-12-15,4,Detractor
E10087,2026-03-15,10,Promoter
E10088,2024-03-15,8,Passive
E10088,2024-09-15,6,Detractor
E10088,2024-12-15,5,Detractor
E10088,2025-06-15,7,Passive
E10088,2025-09-15,4,Detractor
E10088,2025-12-15,7,Passive
E10089,2024-09-15,5,Detractor
E10089,2025-03-15,6,Detractor
E10089,2025-06-15,2,Detractor
E10089,2025-12-15,7,Passive
E10089,2026-03-15,7,Passive
E10090,2023-09-15,7,Passive
E10090,2023-12-15,4,Detractor
E10090,2024-03-15,9,Promoter
E10090,2024-06-15,7,Passive
E10090,2025-03-15,6,Detractor
E10090,2025-09-15,8,Passive
E10090,2026-03-15,6,Detractor
E10091,2024-06-15,8,Passive
E10091,2025-06-15,5,Detractor
E10091,2025-09-15,8,Passive
E10091,2026-03-15,8,Passive
E10092,2023-09-15,6,Detractor
E10092,2023-12-15,7,Passive
E10092,2024-03-15,7,Passive
E10092,2024-09-15,7,Passive
E10092,2025-03-15,5,Detractor
E10092,2025-06-15,5,Detractor
E10092,2025-09-15,5,Detractor
E10093,2025-06-15,7,Passive
E10093,2025-12-15,5,Detractor
E10093,2026-03-15,6,Detractor
E10094,2024-06-15,4,Detractor
E10094,2024-12-15,7,Passive
E10094,2025-06-15,7,Passive
E10094,2025-12-15,8,Passive
E10095,2024-12-15,9,Promoter
E10095,2025-03-15,8,Passive
E10095,2025-06-15,9,Promoter
E10095,2025-12-15,6,Detractor
E10095,2026-03-15,6,Detractor
E10096,2025-09-15,8,Passive
E10096,2025-12-15,6,Detractor
E10096,2026-03-15,6,Detractor
E10097,2023-09-15,9,Promoter
E10097,2023-12-15,8,Passive
E10097,2024-03-15,8,Passive
E10097,2024-06-15,6,Detractor
E10097,2024-12-15,8,Passive
E10097,2025-03-15,7,Passive
E10097,2025-12-15,5,Detractor
E10097,2026-03-15,7,Passive
E10098,2023-12-15,5,Detractor
E10098,2024-06-15,3,Detractor
E10098,2024-09-15,4,Detractor
E10098,2024-12-15,7,Passive
E10098,2025-06-15,9,Promoter
E10098,2026-03-15,7,Passive
E10099,2023-12-15,7,Passive
E10099,2024-06-15,9,Promoter
E10099,2024-09-15,8,Passive
E10099,2024-12-15,9,Promoter
E10099,2025-06-15,8,Passive
E10099,2026-03-15,6,Detractor
E10100,2024-06-15,7,Passive
E10100,2024-12-15,6,Detractor
E10100,2025-06-15,8,Passive
E10100,2025-09-15,5,Detractor
E10100,2025-12-15,5,Detractor
E10100,2026-03-15,6,Detractor
E10101,2025-12-15,7,Passive
E10101,2026-03-15,7,Passive
E10102,2024-12-15,7,Passive
E10102,2025-03-15,6,Detractor
E10102,2025-06-15,7,Passive
E10102,2025-09-15,8,Passive
E10102,2025-12-15,4,Detractor
E10103,2024-09-15,9,Promoter
E10103,2025-03-15,7,Passive
E10103,2025-06-15,9,Promoter
E10103,2025-12-15,5,Detractor
E10103,2026-03-15,5,Detractor
E10104,2025-03-15,8,Passive
E10104,2025-12-15,10,Promoter
E10104,2026-03-15,4,Detractor
E10105,2024-06-15,8,Passive
E10105,2024-09-15,8,Passive
E10105,2025-03-15,7,Passive
E10105,2025-06-15,10,Promoter
E10105,2025-12-15,4,Detractor
E10106,2023-12-15,9,Promoter
E10106,2024-03-15,8,Passive
E10106,2024-12-15,9,Promoter
E10106,2025-06-15,8,Passive
E10106,2025-09-15,7,Passive
E10106,2025-12-15,6,Detractor
E10106,2026-03-15,5,Detractor
E10107,2023-12-15,8,Passive
E10107,2025-03-15,7,Passive
E10107,2025-09-15,6,Detractor
E10107,2026-03-15,6,Detractor
E10108,2023-09-15,6,Detractor
E10108,2023-12-15,8,Passive
E10108,2024-03-15,7,Passive
E10108,2024-09-15,9,Promoter
E10108,2025-03-15,5,Detractor
E10108,2025-09-15,7,Passive
E10108,2025-12-15,5,Detractor
E10108,2026-03-15,8,Passive
E10109,2023-09-15,9,Promoter
E10109,2024-09-15,5,Detractor
E10109,2024-12-15,6,Detractor
E10109,2025-09-15,5,Detractor
E10109,2026-03-15,8,Passive
E10110,2024-06-15,6,Detractor
E10110,2024-09-15,8,Passive
E10110,2024-12-15,6,Detractor
E10110,2025-03-15,9,Promoter
E10110,2025-06-15,8,Passive
E10110,2025-09-15,9,Promoter
E10110,2026-03-15,6,Detractor
E10112,2024-06-15,7,Passive
E10112,2024-09-15,7,Passive
E10112,2024-12-15,7,Passive
E10112,2025-09-15,6,Detractor
E10112,2026-03-15,8,Passive
E10113,2023-12-15,6,Detractor
E10113,2024-03-15,7,Passive
E10113,2024-06-15,7,Passive
E10113,2024-09-15,8,Passive
E10113,2024-12-15,5,Detractor
E10113,2025-06-15,6,Detractor
E10113,2025-09-15,6,Detractor
E10113,2026-03-15,8,Passive
E10114,2023-09-15,7,Passive
E10114,2024-03-15,7,Passive
E10114,2025-03-15,7,Passive
E10114,2025-06-15,8,Passive
E10114,2025-09-15,3,Detractor
E10114,2026-03-15,7,Passive
E10115,2024-06-15,9,Promoter
E10115,2024-09-15,6,Detractor
E10115,2024-12-15,6,Detractor
E10115,2025-03-15,9,Promoter
E10115,2025-06-15,6,Detractor
E10115,2026-03-15,6,Detractor
E10116,2023-09-15,7,Passive
E10116,2023-12-15,3,Detractor
E10116,2024-03-15,4,Detractor
E10116,2024-06-15,8,Passive
E10116,2024-09-15,7,Passive
E10116,2024-12-15,7,Passive
E10116,2025-03-15,6,Detractor
E10116,2025-09-15,6,Detractor
E10116,2025-12-15,8,Passive
E10116,2026-03-15,7,Passive
E10117,2024-03-15,9,Promoter
E10117,2024-09-15,7,Passive
E10117,2024-12-15,7,Passive
E10118,2025-09-15,7,Passive
E10118,2025-12-15,7,Passive
E10119,2023-12-15,6,Detractor
E10119,2024-03-15,7,Passive
E10119,2024-09-15,6,Detractor
E10119,2025-06-15,8,Passive
E10119,2025-09-15,3,Detractor
E10119,2025-12-15,6,Detractor
E10120,2023-12-15,6,Detractor
E10120,2024-03-15,5,Detractor
E10120,2024-06-15,7,Passive
E10120,2024-12-15,9,Promoter
E10120,2025-09-15,5,Detractor
E10120,2025-12-15,4,Detractor
E10121,2023-09-15,6,Detractor
E10121,2023-12-15,7,Passive
E10121,2024-03-15,5,Detractor
E10121,2024-06-15,8,Passive
E10121,2024-09-15,5,Detractor
E10121,2024-12-15,6,Detractor
E10121,2025-06-15,8,Passive
E10121,2025-09-15,6,Detractor
E10121,2025-12-15,4,Detractor
E10121,2026-03-15,5,Detractor
E10122,2025-03-15,6,Detractor
E10122,2025-09-15,8,Passive
E10122,2025-12-15,8,Passive
E10122,2026-03-15,7,Passive
E10123,2023-12-15,6,Detractor
E10123,2024-12-15,6,Detractor
E10123,2025-12-15,6,Detractor
E10123,2026-03-15,4,Detractor
E10124,2025-06-15,6,Detractor
E10124,2025-09-15,5,Detractor
E10124,2025-12-15,6,Detractor
E10124,2026-03-15,6,Detractor
E10125,2024-03-15,6,Detractor
E10125,2024-06-15,8,Passive
E10125,2024-09-15,5,Detractor
E10125,2024-12-15,6,Detractor
E10125,2025-03-15,7,Passive
E10125,2025-06-15,8,Passive
E10125,2025-12-15,6,Detractor
E10125,2026-03-15,6,Detractor
E10126,2023-12-15,8,Passive
E10126,2024-03-15,6,Detractor
E10126,2024-12-15,8,Passive
E10126,2025-03-15,8,Passive
E10126,2025-09-15,8,Passive
E10126,2025-12-15,6,Detractor
E10126,2026-03-15,6,Detractor
E10127,2025-03-15,7,Passive
E10127,2025-06-15,6,Detractor
E10127,2025-09-15,8,Passive
E10127,2026-03-15,6,Detractor
E10128,2024-12-15,5,Detractor
E10128,2025-03-15,9,Promoter
E10128,2025-06-15,9,Promoter
E10128,2025-09-15,4,Detractor
E10128,2025-12-15,7,Passive
E10128,2026-03-15,8,Passive
E10129,2023-12-15,7,Passive
E10129,2024-09-15,9,Promoter
E10129,2024-12-15,5,Detractor
E10129,2025-03-15,6,Detractor
E10129,2025-06-15,7,Passive
E10129,2025-12-15,8,Passive
E10129,2026-03-15,8,Passive
E10130,2024-12-15,5,Detractor
E10130,2025-03-15,4,Detractor
E10130,2025-06-15,8,Passive
E10130,2025-12-15,7,Passive
E10130,2026-03-15,7,Passive
E10131,2025-09-15,8,Passive
E10131,2026-03-15,5,Detractor
E10132,2023-12-15,7,Passive
E10132,2024-03-15,8,Passive
E10132,2024-06-15,6,Detractor
E10132,2024-12-15,6,Detractor
E10132,2025-09-15,7,Passive
E10132,2025-12-15,7,Passive
E10132,2026-03-15,4,Detractor
E10133,2025-03-15,8,Passive
E10133,2025-06-15,7,Passive
E10133,2026-03-15,5,Detractor
E10134,2023-09-15,10,Promoter
E10134,2024-09-15,6,Detractor
E10134,2024-12-15,8,Passive
E10134,2025-06-15,7,Passive
E10134,2025-09-15,6,Detractor
E10134,2025-12-15,7,Passive
E10135,2025-09-15,7,Passive
E10135,2025-12-15,10,Promoter
E10135,2026-03-15,4,Detractor
E10136,2023-09-15,2,Detractor
E10136,2023-12-15,4,Detractor
E10136,2024-06-15,6,Detractor
E10136,2024-09-15,8,Passive
E10136,2025-12-15,7,Passive
E10136,2026-03-15,6,Detractor
E10137,2024-12-15,9,Promoter
E10137,2025-03-15,6,Detractor
E10137,2025-06-15,9,Promoter
E10137,2025-09-15,7,Passive
E10137,2025-12-15,9,Promoter
E10137,2026-03-15,5,Detractor
E10138,2024-09-15,6,Detractor
E10138,2024-12-15,5,Detractor
E10138,2025-03-15,7,Passive
E10139,2024-03-15,7,Passive
E10139,2024-06-15,10,Promoter
E10139,2024-09-15,7,Passive
E10139,2024-12-15,5,Detractor
E10139,2025-03-15,8,Passive
E10139,2025-06-15,5,Detractor
E10139,2025-09-15,4,Detractor
E10139,2025-12-15,7,Passive
E10139,2026-03-15,4,Detractor
E10140,2025-06-15,6,Detractor
E10140,2025-09-15,9,Promoter
E10140,2025-12-15,7,Passive
E10140,2026-03-15,7,Passive
E10141,2023-12-15,5,Detractor
E10141,2024-03-15,8,Passive
E10141,2024-06-15,7,Passive
E10141,2024-09-15,6,Detractor
E10141,2024-12-15,8,Passive
